国名,訪日外客数,年月日
台湾,6756.0,2022/9/01
無国籍・その他,15.0,2022/9/01
米国,17965.0,2022/9/01
英国,4494.0,2022/9/01
豪州,4689.0,2022/9/01
韓国,32764.0,2022/9/01
香港,2824.0,2022/9/01
GCC6か国,,2022/Unnamed: 1/01
イスラエル,,2022/Unnamed: 1/01
トルコ,,2022/Unnamed: 1/01
GCC6か国,64.0,2021/1/01
その他アジア,4182.0,2021/1/01
その他オセアニア,1.0,2021/1/01
その他ヨーロッパ,344.0,2021/1/01
その他北アメリカ,56.0,2021/1/01
その他南アメリカ,86.0,2021/1/01
アイルランド,25.0,2021/1/01
アフリカ計,309.0,2021/1/01
イスラエル,23.0,2021/1/01
イタリア,153.0,2021/1/01
インド,905.0,2021/1/01
インドネシア,922.0,2021/1/01
オセアニア計,148.0,2021/1/01
オランダ,63.0,2021/1/01
オーストリア,54.0,2021/1/01
カナダ,125.0,2021/1/01
シンガポール,85.0,2021/1/01
スイス,47.0,2021/1/01
スウェーデン,73.0,2021/1/01
スペイン,174.0,2021/1/01
タイ,719.0,2021/1/01
デンマーク,35.0,2021/1/01
トルコ,38.0,2021/1/01
ドイツ,351.0,2021/1/01
ニュージーランド,41.0,2021/1/01
ノルウェー,29.0,2021/1/01
フィリピン,998.0,2021/1/01
フィンランド,49.0,2021/1/01
フランス,554.0,2021/1/01
ブラジル,254.0,2021/1/01
ベトナム,20032.0,2021/1/01
ベルギー,49.0,2021/1/01
ポルトガル,32.0,2021/1/01
ポーランド,47.0,2021/1/01
マカオ,14.0,2021/1/01
マレーシア,242.0,2021/1/01
メキシコ,56.0,2021/1/01
モンゴル,4.0,2021/1/01
ヨーロッパ計,2539.0,2021/1/01
ロシア,204.0,2021/1/01
中国,10225.0,2021/1/01
北アメリカ計,1443.0,2021/1/01
南アメリカ計,340.0,2021/1/01
台湾,592.0,2021/1/01
無国籍・その他,2.0,2021/1/01
米国,1206.0,2021/1/01
英国,256.0,2021/1/01
豪州,106.0,2021/1/01
韓国,2535.0,2021/1/01
香港,161.0,2021/1/01
GCC6か国,50.0,2021/10/01
その他アジア,3947.0,2021/10/01
その他オセアニア,18.0,2021/10/01
その他ヨーロッパ,947.0,2021/10/01
その他北アメリカ,54.0,2021/10/01
その他南アメリカ,87.0,2021/10/01
アイルランド,26.0,2021/10/01
アフリカ計,392.0,2021/10/01
イスラエル,35.0,2021/10/01
イタリア,228.0,2021/10/01
インド,1487.0,2021/10/01
インドネシア,454.0,2021/10/01
オセアニア計,392.0,2021/10/01
オランダ,91.0,2021/10/01
オーストリア,73.0,2021/10/01
カナダ,302.0,2021/10/01
シンガポール,66.0,2021/10/01
スイス,88.0,2021/10/01
スウェーデン,62.0,2021/10/01
スペイン,130.0,2021/10/01
タイ,195.0,2021/10/01
デンマーク,31.0,2021/10/01
トルコ,109.0,2021/10/01
ドイツ,352.0,2021/10/01
ニュージーランド,90.0,2021/10/01
ノルウェー,34.0,2021/10/01
フィリピン,867.0,2021/10/01
フィンランド,65.0,2021/10/01
フランス,423.0,2021/10/01
ブラジル,131.0,2021/10/01
ベトナム,995.0,2021/10/01
ベルギー,56.0,2021/10/01
ポルトガル,32.0,2021/10/01
ポーランド,61.0,2021/10/01
マカオ,4.0,2021/10/01
マレーシア,237.0,2021/10/01
メキシコ,47.0,2021/10/01
モンゴル,321.0,2021/10/01
ヨーロッパ計,3405.0,2021/10/01
ロシア,346.0,2021/10/01
中国,4009.0,2021/10/01
北アメリカ計,2438.0,2021/10/01
南アメリカ計,218.0,2021/10/01
台湾,425.0,2021/10/01
無国籍・その他,2.0,2021/10/01
米国,2035.0,2021/10/01
英国,360.0,2021/10/01
豪州,284.0,2021/10/01
韓国,1921.0,2021/10/01
香港,144.0,2021/10/01
GCC6か国,43.0,2021/11/01
その他アジア,3894.0,2021/11/01
その他オセアニア,31.0,2021/11/01
その他ヨーロッパ,414.0,2021/11/01
その他北アメリカ,86.0,2021/11/01
その他南アメリカ,113.0,2021/11/01
アイルランド,80.0,2021/11/01
アフリカ計,519.0,2021/11/01
イスラエル,20.0,2021/11/01
イタリア,158.0,2021/11/01
インド,1571.0,2021/11/01
インドネシア,688.0,2021/11/01
オセアニア計,316.0,2021/11/01
オランダ,65.0,2021/11/01
オーストリア,90.0,2021/11/01
カナダ,361.0,2021/11/01
シンガポール,95.0,2021/11/01
スイス,38.0,2021/11/01
スウェーデン,44.0,2021/11/01
スペイン,87.0,2021/11/01
タイ,248.0,2021/11/01
デンマーク,35.0,2021/11/01
トルコ,69.0,2021/11/01
ドイツ,273.0,2021/11/01
ニュージーランド,125.0,2021/11/01
ノルウェー,16.0,2021/11/01
フィリピン,544.0,2021/11/01
フィンランド,23.0,2021/11/01
フランス,349.0,2021/11/01
ブラジル,104.0,2021/11/01
ベトナム,1814.0,2021/11/01
ベルギー,35.0,2021/11/01
ポルトガル,16.0,2021/11/01
ポーランド,56.0,2021/11/01
マカオ,3.0,2021/11/01
マレーシア,130.0,2021/11/01
メキシコ,51.0,2021/11/01
モンゴル,287.0,2021/11/01
ヨーロッパ計,2590.0,2021/11/01
ロシア,265.0,2021/11/01
中国,3189.0,2021/11/01
北アメリカ計,1930.0,2021/11/01
南アメリカ計,217.0,2021/11/01
台湾,390.0,2021/11/01
無国籍・その他,0.0,2021/11/01
米国,1432.0,2021/11/01
英国,546.0,2021/11/01
豪州,160.0,2021/11/01
韓国,2021.0,2021/11/01
香港,104.0,2021/11/01
GCC6か国,39.0,2021/12/01
その他アジア,3707.0,2021/12/01
その他オセアニア,7.0,2021/12/01
その他ヨーロッパ,158.0,2021/12/01
その他北アメリカ,26.0,2021/12/01
その他南アメリカ,29.0,2021/12/01
アイルランド,28.0,2021/12/01
アフリカ計,183.0,2021/12/01
イスラエル,12.0,2021/12/01
イタリア,73.0,2021/12/01
インド,1243.0,2021/12/01
インドネシア,262.0,2021/12/01
オセアニア計,188.0,2021/12/01
オランダ,36.0,2021/12/01
オーストリア,9.0,2021/12/01
カナダ,102.0,2021/12/01
シンガポール,51.0,2021/12/01
スイス,17.0,2021/12/01
スウェーデン,26.0,2021/12/01
スペイン,62.0,2021/12/01
タイ,173.0,2021/12/01
デンマーク,14.0,2021/12/01
トルコ,34.0,2021/12/01
ドイツ,97.0,2021/12/01
ニュージーランド,57.0,2021/12/01
ノルウェー,5.0,2021/12/01
フィリピン,238.0,2021/12/01
フィンランド,9.0,2021/12/01
フランス,204.0,2021/12/01
ブラジル,44.0,2021/12/01
ベトナム,331.0,2021/12/01
ベルギー,22.0,2021/12/01
ポルトガル,7.0,2021/12/01
ポーランド,12.0,2021/12/01
マカオ,1.0,2021/12/01
マレーシア,58.0,2021/12/01
メキシコ,39.0,2021/12/01
モンゴル,146.0,2021/12/01
ヨーロッパ計,1044.0,2021/12/01
ロシア,83.0,2021/12/01
中国,1764.0,2021/12/01
北アメリカ計,1123.0,2021/12/01
南アメリカ計,73.0,2021/12/01
台湾,276.0,2021/12/01
無国籍・その他,1.0,2021/12/01
米国,956.0,2021/12/01
英国,182.0,2021/12/01
豪州,124.0,2021/12/01
韓国,1064.0,2021/12/01
香港,73.0,2021/12/01
GCC6か国,11.0,2021/2/01
その他アジア,1431.0,2021/2/01
その他オセアニア,3.0,2021/2/01
その他ヨーロッパ,83.0,2021/2/01
その他北アメリカ,21.0,2021/2/01
その他南アメリカ,35.0,2021/2/01
アイルランド,3.0,2021/2/01
アフリカ計,129.0,2021/2/01
イスラエル,2.0,2021/2/01
イタリア,34.0,2021/2/01
インド,649.0,2021/2/01
インドネシア,184.0,2021/2/01
オセアニア計,51.0,2021/2/01
オランダ,19.0,2021/2/01
オーストリア,24.0,2021/2/01
カナダ,22.0,2021/2/01
シンガポール,48.0,2021/2/01
スイス,7.0,2021/2/01
スウェーデン,9.0,2021/2/01
スペイン,38.0,2021/2/01
タイ,92.0,2021/2/01
デンマーク,5.0,2021/2/01
トルコ,15.0,2021/2/01
ドイツ,52.0,2021/2/01
ニュージーランド,15.0,2021/2/01
ノルウェー,11.0,2021/2/01
フィリピン,236.0,2021/2/01
フィンランド,4.0,2021/2/01
フランス,79.0,2021/2/01
ブラジル,69.0,2021/2/01
ベトナム,194.0,2021/2/01
ベルギー,13.0,2021/2/01
ポルトガル,3.0,2021/2/01
ポーランド,7.0,2021/2/01
マカオ,2.0,2021/2/01
マレーシア,72.0,2021/2/01
メキシコ,23.0,2021/2/01
モンゴル,26.0,2021/2/01
ヨーロッパ計,554.0,2021/2/01
ロシア,90.0,2021/2/01
中国,1747.0,2021/2/01
北アメリカ計,433.0,2021/2/01
南アメリカ計,104.0,2021/2/01
台湾,423.0,2021/2/01
無国籍・その他,3.0,2021/2/01
米国,367.0,2021/2/01
英国,73.0,2021/2/01
豪州,33.0,2021/2/01
韓国,910.0,2021/2/01
香港,39.0,2021/2/01
GCC6か国,35.0,2021/3/01
その他アジア,1892.0,2021/3/01
その他オセアニア,5.0,2021/3/01
その他ヨーロッパ,230.0,2021/3/01
その他北アメリカ,24.0,2021/3/01
その他南アメリカ,63.0,2021/3/01
アイルランド,10.0,2021/3/01
アフリカ計,206.0,2021/3/01
イスラエル,6.0,2021/3/01
イタリア,50.0,2021/3/01
インド,735.0,2021/3/01
インドネシア,263.0,2021/3/01
オセアニア計,75.0,2021/3/01
オランダ,24.0,2021/3/01
オーストリア,33.0,2021/3/01
カナダ,48.0,2021/3/01
シンガポール,61.0,2021/3/01
スイス,17.0,2021/3/01
スウェーデン,6.0,2021/3/01
スペイン,83.0,2021/3/01
タイ,145.0,2021/3/01
デンマーク,17.0,2021/3/01
トルコ,33.0,2021/3/01
ドイツ,79.0,2021/3/01
ニュージーランド,23.0,2021/3/01
ノルウェー,5.0,2021/3/01
フィリピン,218.0,2021/3/01
フィンランド,8.0,2021/3/01
フランス,87.0,2021/3/01
ブラジル,38.0,2021/3/01
ベトナム,230.0,2021/3/01
ベルギー,16.0,2021/3/01
ポルトガル,7.0,2021/3/01
ポーランド,16.0,2021/3/01
マカオ,5.0,2021/3/01
マレーシア,99.0,2021/3/01
メキシコ,23.0,2021/3/01
モンゴル,71.0,2021/3/01
ヨーロッパ計,937.0,2021/3/01
ロシア,92.0,2021/3/01
中国,3951.0,2021/3/01
北アメリカ計,645.0,2021/3/01
南アメリカ計,101.0,2021/3/01
台湾,552.0,2021/3/01
無国籍・その他,2.0,2021/3/01
米国,550.0,2021/3/01
英国,157.0,2021/3/01
豪州,47.0,2021/3/01
韓国,1956.0,2021/3/01
香港,58.0,2021/3/01
GCC6か国,53.0,2021/4/01
その他アジア,1843.0,2021/4/01
その他オセアニア,3.0,2021/4/01
その他ヨーロッパ,247.0,2021/4/01
その他北アメリカ,60.0,2021/4/01
その他南アメリカ,90.0,2021/4/01
アイルランド,11.0,2021/4/01
アフリカ計,214.0,2021/4/01
イスラエル,12.0,2021/4/01
イタリア,91.0,2021/4/01
インド,555.0,2021/4/01
インドネシア,198.0,2021/4/01
オセアニア計,129.0,2021/4/01
オランダ,33.0,2021/4/01
オーストリア,22.0,2021/4/01
カナダ,105.0,2021/4/01
シンガポール,40.0,2021/4/01
スイス,44.0,2021/4/01
スウェーデン,20.0,2021/4/01
スペイン,79.0,2021/4/01
タイ,154.0,2021/4/01
デンマーク,11.0,2021/4/01
トルコ,18.0,2021/4/01
ドイツ,139.0,2021/4/01
ニュージーランド,31.0,2021/4/01
ノルウェー,3.0,2021/4/01
フィリピン,212.0,2021/4/01
フィンランド,10.0,2021/4/01
フランス,123.0,2021/4/01
ブラジル,83.0,2021/4/01
ベトナム,332.0,2021/4/01
ベルギー,13.0,2021/4/01
ポルトガル,7.0,2021/4/01
ポーランド,29.0,2021/4/01
マカオ,3.0,2021/4/01
マレーシア,95.0,2021/4/01
メキシコ,39.0,2021/4/01
モンゴル,23.0,2021/4/01
ヨーロッパ計,1199.0,2021/4/01
ロシア,132.0,2021/4/01
中国,3271.0,2021/4/01
北アメリカ計,787.0,2021/4/01
南アメリカ計,173.0,2021/4/01
台湾,405.0,2021/4/01
無国籍・その他,2.0,2021/4/01
米国,583.0,2021/4/01
英国,185.0,2021/4/01
豪州,95.0,2021/4/01
韓国,1076.0,2021/4/01
香港,59.0,2021/4/01
GCC6か国,44.0,2021/5/01
その他アジア,1249.0,2021/5/01
その他オセアニア,14.0,2021/5/01
その他ヨーロッパ,287.0,2021/5/01
その他北アメリカ,43.0,2021/5/01
その他南アメリカ,58.0,2021/5/01
アイルランド,24.0,2021/5/01
アフリカ計,213.0,2021/5/01
イスラエル,18.0,2021/5/01
イタリア,94.0,2021/5/01
インド,459.0,2021/5/01
インドネシア,305.0,2021/5/01
オセアニア計,128.0,2021/5/01
オランダ,44.0,2021/5/01
オーストリア,26.0,2021/5/01
カナダ,63.0,2021/5/01
シンガポール,37.0,2021/5/01
スイス,41.0,2021/5/01
スウェーデン,18.0,2021/5/01
スペイン,158.0,2021/5/01
タイ,235.0,2021/5/01
デンマーク,17.0,2021/5/01
トルコ,23.0,2021/5/01
ドイツ,217.0,2021/5/01
ニュージーランド,29.0,2021/5/01
ノルウェー,11.0,2021/5/01
フィリピン,624.0,2021/5/01
フィンランド,14.0,2021/5/01
フランス,209.0,2021/5/01
ブラジル,86.0,2021/5/01
ベトナム,425.0,2021/5/01
ベルギー,23.0,2021/5/01
ポルトガル,21.0,2021/5/01
ポーランド,19.0,2021/5/01
マカオ,2.0,2021/5/01
マレーシア,146.0,2021/5/01
メキシコ,37.0,2021/5/01
モンゴル,139.0,2021/5/01
ヨーロッパ計,1576.0,2021/5/01
ロシア,160.0,2021/5/01
中国,1823.0,2021/5/01
北アメリカ計,1101.0,2021/5/01
南アメリカ計,144.0,2021/5/01
台湾,327.0,2021/5/01
無国籍・その他,2.0,2021/5/01
米国,958.0,2021/5/01
英国,193.0,2021/5/01
豪州,85.0,2021/5/01
韓国,950.0,2021/5/01
香港,65.0,2021/5/01
GCC6か国,47.0,2021/6/01
その他アジア,333.0,2021/6/01
その他オセアニア,23.0,2021/6/01
その他ヨーロッパ,449.0,2021/6/01
その他北アメリカ,42.0,2021/6/01
その他南アメリカ,50.0,2021/6/01
アイルランド,14.0,2021/6/01
アフリカ計,324.0,2021/6/01
イスラエル,25.0,2021/6/01
イタリア,101.0,2021/6/01
インド,68.0,2021/6/01
インドネシア,472.0,2021/6/01
オセアニア計,165.0,2021/6/01
オランダ,44.0,2021/6/01
オーストリア,32.0,2021/6/01
カナダ,110.0,2021/6/01
シンガポール,40.0,2021/6/01
スイス,33.0,2021/6/01
スウェーデン,16.0,2021/6/01
スペイン,108.0,2021/6/01
タイ,139.0,2021/6/01
デンマーク,23.0,2021/6/01
トルコ,42.0,2021/6/01
ドイツ,183.0,2021/6/01
ニュージーランド,26.0,2021/6/01
ノルウェー,9.0,2021/6/01
フィリピン,392.0,2021/6/01
フィンランド,31.0,2021/6/01
フランス,195.0,2021/6/01
ブラジル,105.0,2021/6/01
ベトナム,416.0,2021/6/01
ベルギー,21.0,2021/6/01
ポルトガル,37.0,2021/6/01
ポーランド,25.0,2021/6/01
マカオ,4.0,2021/6/01
マレーシア,106.0,2021/6/01
メキシコ,83.0,2021/6/01
モンゴル,160.0,2021/6/01
ヨーロッパ計,1804.0,2021/6/01
ロシア,145.0,2021/6/01
中国,1973.0,2021/6/01
北アメリカ計,1397.0,2021/6/01
南アメリカ計,155.0,2021/6/01
台湾,300.0,2021/6/01
無国籍・その他,1.0,2021/6/01
米国,1162.0,2021/6/01
英国,338.0,2021/6/01
豪州,116.0,2021/6/01
韓国,835.0,2021/6/01
香港,53.0,2021/6/01
GCC6か国,324.0,2021/7/01
その他アジア,942.0,2021/7/01
その他オセアニア,149.0,2021/7/01
その他ヨーロッパ,5196.0,2021/7/01
その他北アメリカ,878.0,2021/7/01
その他南アメリカ,1283.0,2021/7/01
アイルランド,419.0,2021/7/01
アフリカ計,2557.0,2021/7/01
イスラエル,304.0,2021/7/01
イタリア,1728.0,2021/7/01
インド,376.0,2021/7/01
インドネシア,360.0,2021/7/01
オセアニア計,2419.0,2021/7/01
オランダ,1044.0,2021/7/01
オーストリア,353.0,2021/7/01
カナダ,1545.0,2021/7/01
シンガポール,172.0,2021/7/01
スイス,791.0,2021/7/01
スウェーデン,570.0,2021/7/01
スペイン,1433.0,2021/7/01
タイ,233.0,2021/7/01
デンマーク,404.0,2021/7/01
トルコ,360.0,2021/7/01
ドイツ,2175.0,2021/7/01
ニュージーランド,700.0,2021/7/01
ノルウェー,318.0,2021/7/01
フィリピン,495.0,2021/7/01
フィンランド,381.0,2021/7/01
フランス,2515.0,2021/7/01
ブラジル,1127.0,2021/7/01
ベトナム,389.0,2021/7/01
ベルギー,610.0,2021/7/01
ポルトガル,410.0,2021/7/01
ポーランド,739.0,2021/7/01
マカオ,6.0,2021/7/01
マレーシア,233.0,2021/7/01
メキシコ,477.0,2021/7/01
モンゴル,178.0,2021/7/01
ヨーロッパ計,23703.0,2021/7/01
ロシア,1197.0,2021/7/01
中国,3931.0,2021/7/01
北アメリカ計,9039.0,2021/7/01
南アメリカ計,2410.0,2021/7/01
台湾,549.0,2021/7/01
無国籍・その他,14.0,2021/7/01
米国,6139.0,2021/7/01
英国,3420.0,2021/7/01
豪州,1570.0,2021/7/01
韓国,1808.0,2021/7/01
香港,253.0,2021/7/01
GCC6か国,207.0,2021/8/01
その他アジア,1099.0,2021/8/01
その他オセアニア,20.0,2021/8/01
その他ヨーロッパ,2050.0,2021/8/01
その他北アメリカ,227.0,2021/8/01
その他南アメリカ,524.0,2021/8/01
アイルランド,142.0,2021/8/01
アフリカ計,1382.0,2021/8/01
イスラエル,149.0,2021/8/01
イタリア,597.0,2021/8/01
インド,290.0,2021/8/01
インドネシア,583.0,2021/8/01
オセアニア計,700.0,2021/8/01
オランダ,333.0,2021/8/01
オーストリア,126.0,2021/8/01
カナダ,533.0,2021/8/01
シンガポール,92.0,2021/8/01
スイス,203.0,2021/8/01
スウェーデン,206.0,2021/8/01
スペイン,575.0,2021/8/01
タイ,272.0,2021/8/01
デンマーク,176.0,2021/8/01
トルコ,324.0,2021/8/01
ドイツ,960.0,2021/8/01
ニュージーランド,156.0,2021/8/01
ノルウェー,82.0,2021/8/01
フィリピン,360.0,2021/8/01
フィンランド,118.0,2021/8/01
フランス,1802.0,2021/8/01
ブラジル,568.0,2021/8/01
ベトナム,416.0,2021/8/01
ベルギー,222.0,2021/8/01
ポルトガル,133.0,2021/8/01
ポーランド,283.0,2021/8/01
マカオ,5.0,2021/8/01
マレーシア,182.0,2021/8/01
メキシコ,225.0,2021/8/01
モンゴル,149.0,2021/8/01
ヨーロッパ計,10093.0,2021/8/01
ロシア,778.0,2021/8/01
中国,2396.0,2021/8/01
北アメリカ計,3966.0,2021/8/01
南アメリカ計,1092.0,2021/8/01
台湾,387.0,2021/8/01
無国籍・その他,2.0,2021/8/01
米国,2981.0,2021/8/01
英国,1307.0,2021/8/01
豪州,524.0,2021/8/01
韓国,1647.0,2021/8/01
香港,123.0,2021/8/01
GCC6か国,159.0,2021/9/01
その他アジア,2162.0,2021/9/01
その他オセアニア,10.0,2021/9/01
その他ヨーロッパ,661.0,2021/9/01
その他北アメリカ,35.0,2021/9/01
その他南アメリカ,55.0,2021/9/01
アイルランド,38.0,2021/9/01
アフリカ計,341.0,2021/9/01
イスラエル,13.0,2021/9/01
イタリア,220.0,2021/9/01
インド,493.0,2021/9/01
インドネシア,518.0,2021/9/01
オセアニア計,242.0,2021/9/01
オランダ,64.0,2021/9/01
オーストリア,46.0,2021/9/01
カナダ,220.0,2021/9/01
シンガポール,70.0,2021/9/01
スイス,61.0,2021/9/01
スウェーデン,62.0,2021/9/01
スペイン,126.0,2021/9/01
タイ,153.0,2021/9/01
デンマーク,26.0,2021/9/01
トルコ,96.0,2021/9/01
ドイツ,319.0,2021/9/01
ニュージーランド,111.0,2021/9/01
ノルウェー,34.0,2021/9/01
フィリピン,441.0,2021/9/01
フィンランド,24.0,2021/9/01
フランス,484.0,2021/9/01
ブラジル,122.0,2021/9/01
ベトナム,1012.0,2021/9/01
ベルギー,42.0,2021/9/01
ポルトガル,23.0,2021/9/01
ポーランド,56.0,2021/9/01
マカオ,5.0,2021/9/01
マレーシア,231.0,2021/9/01
メキシコ,24.0,2021/9/01
モンゴル,181.0,2021/9/01
ヨーロッパ計,2794.0,2021/9/01
ロシア,231.0,2021/9/01
中国,3960.0,2021/9/01
北アメリカ計,1936.0,2021/9/01
南アメリカ計,177.0,2021/9/01
台湾,390.0,2021/9/01
無国籍・その他,2.0,2021/9/01
米国,1657.0,2021/9/01
英国,277.0,2021/9/01
豪州,121.0,2021/9/01
韓国,2224.0,2021/9/01
香港,120.0,2021/9/01
GCC6か国,,2021/Unnamed: 1/01
イスラエル,,2021/Unnamed: 1/01
トルコ,,2021/Unnamed: 1/01
GCC6か国,1597.0,2020/1/01
その他アジア,17966.0,2020/1/01
その他オセアニア,385.0,2020/1/01
その他ヨーロッパ,6512.0,2020/1/01
その他北アメリカ,1287.0,2020/1/01
その他南アメリカ,4609.0,2020/1/01
アイルランド,1656.0,2020/1/01
アフリカ計,3084.0,2020/1/01
イスラエル,1295.0,2020/1/01
イタリア,6921.0,2020/1/01
インド,13884.0,2020/1/01
インドネシア,37540.0,2020/1/01
オセアニア計,95027.0,2020/1/01
オランダ,3510.0,2020/1/01
オーストリア,1473.0,2020/1/01
カナダ,28931.0,2020/1/01
シンガポール,30180.0,2020/1/01
スイス,2489.0,2020/1/01
スウェーデン,3499.0,2020/1/01
スペイン,5157.0,2020/1/01
タイ,112534.0,2020/1/01
デンマーク,1789.0,2020/1/01
トルコ,1373.0,2020/1/01
ドイツ,11189.0,2020/1/01
ニュージーランド,9328.0,2020/1/01
ノルウェー,1526.0,2020/1/01
フィリピン,53588.0,2020/1/01
フィンランド,1918.0,2020/1/01
フランス,16481.0,2020/1/01
ブラジル,3419.0,2020/1/01
ベトナム,50424.0,2020/1/01
ベルギー,1601.0,2020/1/01
